,level,parent,name,q,eppo
580,7,3,Abies cephalonica,Q854892,ABICE
581,7,3,Abies chensiensis,Q2233487,ABICH
582,7,3,Abies cilicica,Q974954,ABICI
583,7,3,Abies concolor var. lowiana,,ABICL
584,7,3,Abies concolor,Q145939,ABICO
585,7,3,Abies durangensis,Q137053,ABIDU
586,7,3,Abies fabri,Q142109,ABIFA
587,7,3,Abies fargesii,Q1396605,ABIFG
588,7,3,Abies firma,Q1718147,ABIFI
589,7,3,Abies fraseri,Q1451343,ABIFR
590,7,3,Abies grandis,Q147434,ABIGR
591,7,3,Abies holophylla,Q1204865,ABIHL
592,7,3,Abies homolepis,Q1166864,ABIHO
593,7,3,Abies hybrids,,ABIHY
594,7,3,Abies kawakamii,Q716580,ABIKA
595,7,3,Abies koreana,Q390100,ABIKO
596,7,3,Abies lasiocarpa,Q978755,ABILA
597,7,3,Abies lasiocarpa var. arizonica,Q33133822,ABILZ
598,7,3,Abies magnifica,Q1290204,ABIMA
599,7,3,Abies mariesii,Q1614934,ABIMR
600,7,3,Abies nebrodensis,Q657812,ABINB
601,7,3,Abies nephrolepis,Q1201695,ABINE
602,7,3,Abies nordmanniana,Q148920,ABINO
603,7,3,Abies numidica,Q2004978,ABINU
604,7,3,Abies balsamea var. phanerolepis,Q28111982,ABIPH
605,7,3,Abies pindrow,Q1036491,ABIPI
606,7,3,Abies pinsapo,Q849381,ABIPN
607,7,3,Abies procera,Q1283223,ABIPR
608,7,3,Abies recurvata,Q1936162,ABIRE
609,7,3,Abies religiosa,Q378592,ABIRG
610,7,3,Abies sachalinensis,Q1520125,ABISA
611,7,3,Abies sibirica,Q852262,ABISB
612,7,3,Abies sachalinensis var. mayriana,Q28112025,ABISM
613,7,3,Abies spectabilis,Q1619005,ABISP
614,7,3,Abies squamata,Q1761563,ABISQ
615,7,3,Abies sp.,,ABISS
616,7,3,Abies veitchii,Q1542823,ABIVE
617,7,3,Abies vejarii,Q147773,ABIVJ
618,9,8869,Arundo donax,Q161114,ABKDO
619,9,8870,Abelmoschus esculentus,Q80531,ABMES
620,9,8870,Abelmoschus moschatus,Q2086536,ABMMO
621,9,4,Aronia arbutifolia,Q164891,ABOAR
622,9,4,Aronia melanocarpa,Q162774,ABOME
623,9,8871,Abrus precatorius,Q190887,ABRPR
624,9,5,Abutilon asiaticum,,ABUAS
625,9,5,Abutilon grantii,Q15354029,ABUGT
626,9,5,Abutilon hirtum,Q11073142,ABUHI
627,9,5,Abutilon hybrids,,ABUHY
628,9,5,Abutilon incanum,Q4670694,ABUIC
629,9,5,Abutilon indicum,Q2901598,ABUIN
630,9,5,Abutilon malacum,Q15354572,ABUMM
631,9,5,Abutilon sp.,,ABUSS
632,9,5,Abutilon theophrasti,Q606369,ABUTH
633,9,5,Abutilon trisulcatum,Q17572999,ABUTR
634,9,5,Abutilon viscosum,Q91391609,ABUVS
635,9,8872,Albuca sp.,,ABWSS
636,9,8873,Faidherbia albida,Q483240,ACAAB
637,9,6,Acacia auriculiformis,Q2673522,ACAAF
638,9,6,Acacia baileyana,Q9562555,ACABA
639,9,8874,Senegalia burkei,,ACABK
640,9,8874,Senegalia caffra,,ACACF
641,9,6,Acacia cultriformis,Q3023794,ACACL
642,9,8875,Vachellia constricta,Q4670902,ACACS
643,9,6,Acacia dealbata,Q757123,ACADA
644,9,6,Acacia decurrens,Q2587160,ACADC
645,9,8875,Vachellia farnesiana,Q23055981,ACAFA
646,9,6,Acacia floribunda,Q3296747,ACAFO
647,9,8874,Senegalia galpinii,,ACAGA
648,9,8875,Vachellia erioloba,Q15544899,ACAGF
649,9,8874,Senegalia greggii,Q32856633,ACAGR
650,9,6,Acacia holosericea,Q2712437,ACAHL
651,9,6,Acacia ingrata,Q9565584,ACAIG
652,9,8875,Vachellia karroo,Q41778476,ACAKA
653,9,6,Acacia koa,Q1777801,ACAKO
654,9,6,Acacia crassicarpa,Q3296597,ACAKS
655,9,6,Acacia longifolia,Q2701053,ACALO
656,9,6,Acacia macracantha,Q9566669,ACAMA
657,9,6,Acacia melanoxylon,Q386585,ACAME
658,9,6,Acacia mangium,Q2673511,ACAMG
659,9,6,Acacia mearnsii,Q311430,ACAMR
660,9,8875,Vachellia nilotica,Q15525126,ACANL
661,9,6,Acacia oshanesii,Q9567622,ACAOH
662,9,6,Acacia podalyriifolia,Q2701186,ACAPF
663,9,8874,Senegalia polyacantha subsp. campylacantha,Q50923723,ACAPM
664,9,6,Acacia pennatula,Q50880322,ACAPT
665,9,6,Acacia pycnantha,Q516233,ACAPY
666,9,6,Acacia spirorbis,Q9569387,ACARR
667,9,6,Acacia retinodes,Q2666767,ACART
668,9,6,Acacia saligna,Q402385,ACASA
669,9,8875,Vachellia sieberiana,Q43375469,ACASI
670,9,6,Acacia sp.,,ACASS
671,9,6,Acacia stenophylla,Q2822206,ACAST
672,9,8875,Vachellia sieberiana var. woodii,,ACASW
673,9,8875,Vachellia seyal,Q15525147,ACASY
674,9,6,Acacia victoriae,Q2822210,ACAVI
675,9,8875,Vachellia xanthophloea,Q15525187,ACAXA
676,9,7,Acalypha alopecuroides,Q5655916,ACCAL
677,9,7,Acalypha australis,Q6676255,ACCAU
678,9,7,Acalypha diversifolia,Q14864587,ACCDI
679,9,7,Acalypha hispida,Q163528,ACCHI
680,9,7,Acalypha infesta,Q14919777,ACCIF
681,9,7,Acalypha indica,Q3339634,ACCIN
682,9,7,Acalypha macrostachya,Q9574549,ACCMA
683,9,7,Acalypha persimilis,,ACCOS
684,9,7,Acalypha chamaedrifolia,Q14784148,ACCRE
685,9,7,Acalypha sp.,,ACCSS
686,9,7,Acalypha virginica,Q2822480,ACCVI
687,9,7,Acalypha wilkesiana,Q1377693,ACCWI
688,9,29,Amaranthus cannabinus,Q4740160,ACGCA
689,9,8876,Achillea millefolium,Q25408,ACHMI
690,9,8876,Achillea ptarmica,Q1335122,ACHPT
691,9,8876,Achillea sp.,,ACHSS
692,9,8877,Acanthospermum australe,Q1038284,ACNAU
693,9,8877,Acanthospermum hispidum,Q4672044,ACNHI
694,9,8877,Acanthospermum sp.,,ACNSS
695,8,191,Eleutherococcus sessiliflorus,Q4531172,ACPSE
696,8,191,Eleutherococcus sieboldianus,Q11066056,ACPSI
697,9,8878,Acroceras macrum,Q2823485,ACQMA
698,9,8878,Acroceras zizanioides,Q2823484,ACQZI
699,9,8,Acer barbinerve,Q4224592,ACRBB
700,9,8,Acer buergerianum,Q941891,ACRBU
701,9,8,Acer campestre,Q158785,ACRCA
702,9,8,Acer caudatifolium,Q7240862,ACRCF
703,9,8,Acer circinatum,Q568923,ACRCJ
704,9,8,Acer cappadocicum,Q766133,ACRCP
705,9,8,Acer davidii,Q657935,ACRDA
706,9,8,Acer x freemanii,,ACRFE
707,9,8,Acer tataricum subsp. ginnala,Q631388,ACRGN
708,9,8,Acer granatense,Q3573624,ACRGR
709,9,8,Acer griseum,Q203985,ACRGS
710,9,8,Acer henryi,Q608412,ACRHN
711,9,8,Acer japonicum,Q149269,ACRJA
712,9,8,Acer laevigatum,Q1021864,ACRLA
713,9,8,Acer macrophyllum,Q599523,ACRMA
714,9,8,Acer mandshuricum,Q1631785,ACRMN
715,9,8,Acer pictum subsp. mono,Q15624288,ACRMO
716,9,8,Acer monspessulanum,Q161388,ACRMS
717,9,8,Acer negundo,Q161166,ACRNE
718,9,8,Acer oblongum,Q4673169,ACROB
719,9,8,Acer obtusifolium,Q2777832,ACROF
720,9,8,Acer oliverianum,Q3205552,ACROL
721,9,8,Acer palmatum,Q269224,ACRPA
722,9,8,Acer pectinatum,Q147673,ACRPC
723,9,8,Acer pensylvanicum,Q1190312,ACRPE
724,9,8,Acer platanoides,Q26745,ACRPL
725,9,8,Acer pseudoplatanus,Q156944,ACRPP
726,9,8,Acer pseudosieboldianum,Q1043238,ACRPS
727,9,8,Acer pentapomicum,Q15287934,ACRPT
728,9,8,Acer pictum,Q15287991,ACRPU
729,9,8,Acer paxii,Q6678312,ACRPX
730,9,8,Acer rubrum,Q161364,ACRRB
731,9,8,Acer saccharinum,Q158301,ACRSA
732,9,8,Acer sieboldianum,Q481769,ACRSB
733,9,8,Acer saccharum,Q214733,ACRSC
734,9,8,Acer saccharum subsp. grandidentatum,Q15286462,ACRSG
735,9,8,Acer saccharum subsp. nigrum,Q460328,ACRSN
736,9,8,Acer spicatum,Q762435,ACRSP
737,9,8,Acer sp.,,ACRSS
738,9,8,Acer triflorum,Q1257409,ACRTF
739,9,8,Acer tegmentosum,Q1205178,ACRTG
740,9,8,Acer truncatum,Q1074224,ACRTU
741,9,8,Acer caudatum subsp. ukurunduense,,ACRUK
742,9,8,Acer velutinum,Q376648,ACRVL
743,9,8879,Acanthus mollis,Q136648,ACUMO
744,9,8880,Achyranthes aspera,Q3286822,ACYAS
745,9,8880,Achyranthes japonica,Q17069982,ACYJA
746,9,8881,Ardisia crenata,Q163675,ADACN
747,9,8881,Ardisia compressa,Q5703337,ADACP
748,9,8881,Ardisia elliptica,Q2716675,ADAEL
749,9,8881,Ardisia escallonioides,Q15324277,ADAES
750,9,8881,Ardisia japonica,Q858326,ADAJA
751,9,8881,Ardisia paniculata,Q15324359,ADAPN
752,9,8881,Ardisia revoluta,Q15324715,ADARE
753,9,8881,Ardisia solanacea,Q639490,ADASO
754,9,8881,Ardisia sp.,,ADASS
755,9,8882,Adenocarpus lainzii,Q17440111,ADCCL
756,9,8882,Adenocarpus sp.,,ADCSS
757,9,8883,Adenanthera pavonina,Q2717414,ADEPA
758,9,8884,Adenium obesum,Q311994,ADFOB
759,9,8885,Andrographis paniculata,Q1551608,ADGPA
760,8,9,Adiantum aleuticum,Q4682650,ADIAL
761,8,9,Adiantum jordanii,Q2824383,ADIJO
762,8,8886,Adenia cissampeloides,Q15606489,ADJCI
763,8,8886,Adenia lobata,Q15610673,ADJLO
764,9,8887,Adenophora triphylla,Q15544951,ADPTA
765,9,8888,Adenostoma fasciculatum,Q627027,ADSFA
766,9,8889,Anadendrum affine,Q15315827,ADUAF
767,9,8890,Andryala integrifolia,Q2846986,ADYIN
768,9,10,Aesculus californica,Q540646,AECCA
769,9,10,Aesculus chinensis,Q1074027,AECCH
770,9,10,Aesculus x carnea,,AECCR
771,9,10,Aesculus glabra,Q1813339,AECGL
772,9,10,Aesculus hippocastanum,Q26899,AECHI
773,9,10,Aesculus x hybrida,,AECHY
774,9,10,Aesculus indica,Q573132,AECIN
775,9,10,Aesculus flava,Q159620,AECOC
776,9,10,Aesculus parviflora,Q162440,AECPA
777,9,10,Aesculus pavia,Q159049,AECPV
778,9,10,Aesculus sp.,,AECSS
779,9,10,Aesculus turbinata,Q1132580,AECTU
780,9,8891,Aegilops bicornis,Q1813962,AEGBI
781,9,8891,Aegilops caudata,Q12212148,AEGCA
782,9,8891,Aegilops columnaris,Q4116905,AEGCO
783,9,8891,Aegilops cylindrica,Q2620800,AEGCY
784,9,8891,Aegilops geniculata,Q2701568,AEGGE
785,9,8891,Aegilops neglecta,Q4115281,AEGNE
786,9,8891,Aegilops peregrina,Q12212143,AEGPE
787,9,8891,Aegilops sharonensis,Q12212153,AEGSH
788,9,8891,Aegilops tauschii,Q4687582,AEGTA
789,9,8891,Aegilops triuncialis,Q2706362,AEGTR
790,8,8892,Aeonium sp.,,AEJSS
791,9,8893,Aegle marmelos,Q234126,AELMA
792,8,8894,Aechmea fasciata,Q974721,AEMFA
793,8,8894,Aechmea sp.,,AEMSS
794,8,8895,Aegopodium podagraria,Q217778,AEOPO
795,9,8896,Acoelorraphe wrightii,,AEQWR
796,9,8897,Aerva lanata,Q3595342,AERLA
797,9,8898,Aeschynomene americana,Q11079071,AESAM
798,9,8898,Aeschynomene ciliata,Q15523862,AESCI
799,9,8898,Aeschynomene indica,Q5782393,AESIN
800,9,8898,Aeschynomene rudis,Q4688548,AESRU
801,9,8898,Aeschynomene virginica,Q4688543,AESVI
802,8,8899,Aethusa cynapium,Q627429,AETCY
803,9,8900,Alectryon excelsus,Q1955888,AEYEX
804,9,8900,Alectryon sp.,,AEYSS
805,9,8901,Aeglopsis chevalieri,Q15385715,AEZCH
806,8,8902,Aglaia leptantha,Q4692793,AFALE
807,8,8902,Aglaia odorata,Q2674471,AFAOD
808,8,8902,Aglaia sapindina,Q4692826,AFASA
809,8,8902,Aglaia sp.,,AFASS
810,9,8903,Anonidium mannii,Q4770012,AFDMA
811,8,8904,Anethum graveolens,Q26686,AFEGR
812,9,8905,Agonis flexuosa,Q4693406,AFGFL
813,8,8906,Adina cordifolia,Q50826822,AFNCO
814,9,8907,Afraegle paniculata,Q15386014,AFQPA
815,9,8909,Afzelia africana,Q146260,AFZAF
816,9,8909,Afzelia xylocarpa,Q142075,AFZCO
817,9,8909,Afzelia quanzensis,Q5659600,AFZQU
818,9,8910,Allagoptera arenaria,Q4730282,AGAAR
819,9,11,Arenga engleri,Q11045924,AGBEN
820,9,11,Arenga pinnata,Q227984,AGBPI
821,9,11,Arenga westerhoutii,Q15509341,AGBWE
822,9,8911,Ageratum conyzoides,Q1949712,AGECO
823,9,8911,Ageratum houstonianum,Q280807,AGEHO
824,9,8911,Ageratum sp.,,AGESS
825,9,8912,Agrimonia gryposepala,Q4694119,AGIGR
826,9,8912,Agrimonia pubescens,Q17235268,AGIPU
827,8,8913,Argyreia cuneata,Q16974566,AGJCU
828,8,8913,Argyreia nervosa,Q383947,AGJNE
829,9,12,Aglaonema commutatum,Q11684614,AGLCM
830,9,12,Aglaonema crispum,Q15251159,AGLCR
831,9,12,Aglaonema pictum,Q15313823,AGLPC
832,9,12,Aglaonema sp.,,AGLSS
833,8,8914,Agrostemma githago,Q147852,AGOGI
834,9,13,Agapanthus africanus,Q161256,AGPAF
835,9,13,Agapanthus praecox subsp. orientalis,Q18695717,AGPPO
836,9,13,Agapanthus praecox,Q161246,AGPPR
837,9,8915,Agropyron cristatum,Q578005,AGRCR
838,9,8916,Thinopyrum elongatum,Q49425902,AGREL
839,9,8916,Thinopyrum intermedium,Q7784629,AGRIT
840,9,8917,Elymus repens,Q276262,AGRRE
841,9,8917,Elymus smithii,Q15510778,AGRSM
842,9,8917,Elymus trachycaulus,Q5368494,AGRTR
843,9,14,Agrostis gigantea,Q27835,AGSGI
844,9,14,Agrostis hyemalis,Q15289884,AGSHI
845,9,14,Agrostis stolonifera,Q163963,AGSST
846,9,14,Agrostis capillaris,Q159717,AGSTE
847,7,8920,Agathis australis,Q955413,AGTAU
848,9,8921,Agave attenuata,Q1254225,AGVAE
849,9,8921,Agave americana,Q161115,AGVAM
850,9,8921,Agave atrovirens,Q2714978,AGVAT
851,9,8921,Agave cocui,Q5659692,AGVCC
852,9,8921,Agave desmettiana,Q15488628,AGVDS
853,9,8921,Agave fourcroydes,Q136120,AGVFO
854,9,8921,Agave lechuguilla,Q124621548,AGVLE
855,9,8921,Agave mapisaga,Q15487828,AGVMA
856,9,8921,Agave nickelsiae,Q17236094,AGVNC
857,9,8921,Agave parryi,Q138011,AGVPA
858,9,8921,Agave peacockii,Q391982,AGVPE
859,9,8921,Agave palmeri,Q391834,AGVPL
860,9,8921,Agave salmiana,Q3028235,AGVSA
861,9,8921,Agave schottii,Q391892,AGVSC
862,9,8921,Agave shawii,Q146168,AGVSH
863,9,8921,Agave sisalana,Q159221,AGVSI
864,9,8921,Agave tequilana,Q311065,AGVTE
865,9,8921,Agave vera-cruz,Q15489912,AGVVC
866,9,8921,Agave angustifolia,Q134466,AGVVI
867,8,8923,Agelaea pentagyna,Q15582584,AGWPE
868,9,8926,Anigozanthos sp.,,AGZSS
869,9,8927,Achimenes sp.,,AHMSS
870,9,8928,Aiphanes minima,Q4697599,AHNAC
871,9,8928,Aiphanes horrida,Q4697596,AHNAL
872,9,8929,Archontophoenix alexandrae,Q1831486,AHPAL
873,9,8929,Archontophoenix cunninghamiana,Q2860589,AHPCU
874,9,8929,Archontophoenix sp.,,AHPSS
875,9,8930,Alchornea glandulosa,Q2705532,AHQGL
876,9,8930,Alchornea latifolia,Q15384919,AHQLA
877,8,8933,Acanthosyris sp.,,AHSSS
878,8,8934,Aphanamixis polystachya,Q2715899,AHXPO
879,8,8935,Aniba rosaeodora,Q2235214,AIBRO
880,9,8936,Antigonon leptopus,Q311521,AIGLE
881,9,16,Alpinia mutica,Q10811796,AIIMU
882,9,16,Alpinia purpurata,Q311172,AIIPU
883,8,8938,Ailanthus altissima,Q159570,AILAL
884,8,8940,Aristotelia serrata,Q151178,AITSE
885,9,8942,Ajuga reptans,Q157249,AIURE
886,9,8944,Araujia sericifera,Q2704519,AJASE
887,9,8945,Aspidistra elatior,Q3239567,AJDEL
888,9,8945,Aspidistra sp.,,AJDSS
889,8,8946,Antiaris africana,Q5697061,AJSAF
890,8,8946,Antiaris toxicaria,Q2392155,AJSTO
891,9,18,Agastache foeniculum,Q1264088,AJTFO
892,9,18,Agastache mexicana,Q1897366,AJTME
893,9,18,Agastache rugosa,Q1195985,AJTRG
894,9,8947,Alcea ficifolia,Q12210628,AKAFI
895,9,8947,Alcea sp.,,AKASS
896,8,8949,Akebia longeracemosa,,AKELO
897,8,8949,Akebia quinata,Q1482093,AKEQI
898,8,8949,Akebia sp.,,AKESS
899,8,8949,Akebia trifoliata,Q1746131,AKETF
900,9,8950,Acmispon americanus,Q4674417,AKMAM
901,9,8950,Acmispon parviflorus,Q15520306,AKMPA
902,9,8950,Acmispon strigosus,Q15520969,AKMST
903,9,8951,Acokanthera abyssinica,,AKOSC
904,9,8951,Acokanthera sp.,,AKOSS
905,9,8952,Acanthophoenix sp.,,AKPSS
906,8,8953,Acnistus arborescens,Q4674438,AKSAR
907,8,8954,Alliaria petiolata,Q160097,ALAPE
908,9,19,Albizia adianthifolia,Q2720950,ALBAD
909,9,19,Albizia altissima,Q15492273,ALBAL
910,9,19,Albizia chinensis,Q4201565,ALBCH
911,9,8955,Falcataria falcata,Q91269946,ALBFA
912,9,19,Albizia guachapele,Q15492493,ALBGC
913,9,19,Albizia julibrissin,Q750307,ALBJU
914,9,19,Albizia kalkora,Q11045991,ALBKA
915,9,19,Albizia lebbeck,Q2717846,ALBLE
916,9,8956,Paraserianthes lophantha,Q7135903,ALBLO
917,9,19,Albizia sp.,,ALBSS
918,9,19,Albizia zygia,Q15494310,ALBZY
919,9,8957,Alchemilla mollis,Q159091,ALCMO
920,9,20,Alocasia x amazonica,,ALDAM
921,9,20,Alocasia cucullata,Q4062814,ALDES
922,9,20,Alocasia macrorrhizos,Q1484310,ALDMA
923,9,20,Alocasia wentii,Q2125255,ALDWE
924,9,517,Vernicia fordii,Q1422363,ALEFO
925,9,517,Vernicia montana,Q3016642,ALEMN
926,9,21,Aleurites moluccanus,Q1160961,ALEMO
927,9,21,Aleurites sp.,,ALESS
928,9,8959,Aloe arborescens,Q162137,ALFAR
929,9,8959,Aloe comosa,Q140933,ALFCZ
930,9,8959,Aloe sp.,,ALFSS
931,9,8959,Aloe vera,Q80079,ALFVE
932,9,22,Althaea officinalis,Q158496,ALGOF
933,9,8947,Alcea rosea,Q27682,ALGRO
934,9,22,Althaea sp.,,ALGSS
935,9,8960,Almeidea rubra,Q15387277,ALIRU
936,9,23,Allium anisopodium,Q4268555,ALLAI
937,9,23,Allium ampeloprasum,Q148995,ALLAM
938,9,23,Allium angulosum,Q159234,ALLAN
939,9,23,Allium ascalonicum,Q193498,ALLAS
940,9,23,Allium atropurpureum,Q854643,ALLAT
941,9,23,Allium cepa,Q23485,ALLCE
942,9,23,Allium chinense,Q422240,ALLCH
943,9,23,Allium cyathophorum,Q8195839,ALLCJ
944,9,23,Allium caeruleum,Q296242,ALLCK
945,9,23,Allium carinatum,Q159278,ALLCN
946,9,23,Allium cristophii,Q1399928,ALLCP
947,9,23,Allium cernuum,Q10641333,ALLCR
948,9,23,Allium fistulosum,Q27938,ALLFI
949,9,23,Allium flavum,Q149721,ALLFL
950,9,23,Allium galanthum,Q2612147,ALLGA
951,9,23,Allium giganteum,Q736155,ALLGI
952,9,23,Allium macrostemon,Q143657,ALLGR
953,9,23,Allium hollandicum,Q4268471,ALLHO
954,9,23,Allium insubricum,Q1791664,ALLIN
955,9,23,Allium karataviense,Q4268503,ALLKA
956,9,23,Allium lusitanicum,Q163405,ALLLU
957,9,23,Allium moly,Q2602766,ALLMO
958,9,23,Allium neapolitanum,Q1817792,ALLNE
959,9,23,Allium oleraceum,Q161107,ALLOL
960,9,23,Allium oreophilum,Q3502763,ALLOR
961,9,23,Allium porrum,Q21870138,ALLPO
962,9,23,Allium sativum,Q23400,ALLSA
963,9,23,Allium schoenoprasum,Q51148,ALLSC
964,9,23,Allium scorodoprasum,Q161099,ALLSD
965,9,23,Allium suaveolens,Q1096388,ALLSE
966,9,23,Allium sphaerocephalon,Q159286,ALLSP
967,9,23,Allium rotundum,Q159676,ALLSR
968,9,23,Allium sp.,,ALLSS
969,9,23,Allium thunbergii,Q11345349,ALLTH
970,9,23,Allium triquetrum,Q1532690,ALLTQ
971,9,23,Allium tuberosum,Q42285,ALLTU
972,9,23,Allium vavilovii,Q4268404,ALLVA
973,9,23,Allium vineale,Q161230,ALLVI
974,9,23,Allium zebdanense,Q5669378,ALLZE
975,8,8961,Alangium chinense,Q2707318,ALNCH
976,8,8961,Alangium salviifolium,Q10927686,ALNSA
977,8,8961,Alangium uniloculare,Q15603705,ALNUN
978,9,8962,Alopecurus carolinianus,Q4118539,ALOCA
979,9,8962,Alopecurus geniculatus,Q159695,ALOGE
980,9,8962,Alopecurus myosuroides,Q158109,ALOMY
981,9,8962,Alopecurus pratensis,Q157346,ALOPR
982,9,8962,Alopecurus sp.,,ALOSS
983,8,8963,Allionia sp.,,ALQSS
984,9,24,Alternanthera ficoidea,Q15479578,ALRFI
985,9,24,Alternanthera philoxeroides,Q1472735,ALRPH
986,9,24,Alternanthera sessilis,Q3534965,ALRSE
987,9,24,Alternanthera sp.,,ALRSS
988,8,8964,Alisma plantago-aquatica,Q21063,ALSPA
989,8,8964,Alisma triviale,Q5233486,ALSTR
990,8,25,Alstroemeria aurea,Q2421883,ALTAU
991,8,25,Alstroemeria hybrids,,ALTHY
992,8,25,Alstroemeria sp.,,ALTSS
993,8,26,Alnus cordata,Q1543689,ALUCO
994,8,26,Alnus alnobetula subsp. fruticosa,Q28735433,ALUCS
995,8,26,Alnus firma,Q11345025,ALUFI
996,8,26,Alnus firma var. multinervis,,ALUFM
997,8,26,Alnus formosana,Q3926595,ALUFO
998,8,26,Alnus glutinosa,Q156904,ALUGL
999,8,26,Alnus hirsuta,Q4334198,ALUHI
1000,8,26,Alnus incana,Q157641,ALUIN
1001,8,26,Alnus japonica,Q1196169,ALUJA
1002,8,26,Alnus jorullensis,Q3291973,ALUJO
1003,8,26,Alnus maximowiczii,Q4334193,ALUMX
1004,8,26,Alnus nepalensis,Q3926657,ALUNE
1005,8,26,Alnus nitida,Q15376140,ALUNI
1006,8,26,Alnus orientalis,Q6773197,ALUOR
1007,8,26,Alnus rubra,Q1818806,ALURB
1008,8,26,Alnus incana subsp. rugosa,Q21382449,ALURG
1009,8,26,Alnus rhombifolia,Q2666303,ALURH
1010,8,26,Alnus sieboldiana,Q4734065,ALUSB
1011,8,26,Alnus sinuata,Q21382467,ALUSN
1012,8,26,Alnus sp.,,ALUSS
1013,8,26,Alnus subcordata,Q2666298,ALUSU
1014,8,26,Alnus tenuifolia,,ALUTE
1015,8,26,Alnus viridis,Q163978,ALUVI
1016,9,27,Allamanda cathartica,Q1345632,ALWCA
1017,9,27,Allamanda oenotherifolia,Q10594908,ALWOE
1018,8,8965,Allocasuarina decussata,Q15376171,ALXDE
1019,8,8965,Allocasuarina fraseriana,Q2838505,ALXFR
1020,8,8965,Allocasuarina humilis,Q923947,ALXHU
1021,8,8966,Aloysia virgata,Q15493899,ALYVI
1022,9,8967,Alysicarpus vaginalis,Q11065946,ALZVA
1023,9,29,Amaranthus albus,Q164118,AMAAL
1024,9,29,Amaranthus blitoides,Q164132,AMABL
1025,9,29,Amaranthus caudatus,Q162791,AMACA
1026,9,29,Amaranthus hybridus,Q1021182,AMACH
1027,9,29,Amaranthus cruentus,Q159191,AMACR
1028,9,29,Amaranthus deflexus,Q163252,AMADE
1029,9,29,Amaranthus dubius,Q3238412,AMADU
1030,9,29,Amaranthus graecizans,Q162295,AMAGR
1031,9,29,Amaranthus graecizans subsp. sylvestris,,AMAGS
1032,9,29,Amaranthus hypochondriacus,Q159611,AMAHP
1033,9,29,Amaranthus blitum,Q160572,AMALI
1034,9,29,Amaranthus palmeri,Q4349335,AMAPA
1035,9,29,Amaranthus powellii,Q162185,AMAPO
1036,9,29,Amaranthus pumilus,Q4740174,AMAPU
1037,9,29,Amaranthus quitensis,Q38412126,AMAQU
1038,9,29,Amaranthus retroflexus,Q157663,AMARE
1039,9,29,Amaranthus spinosus,Q2881023,AMASP
1040,9,29,Amaranthus sp.,,AMASS
1041,9,29,Amaranthus x tamariscinus,,AMATA
1042,9,29,Amaranthus thunbergii,Q4740172,AMATH
1043,9,29,Amaranthus tricolor,Q3242205,AMATR
1044,9,29,Amaranthus tuberculatus,Q4740176,AMATU
1045,9,29,Amaranthus viridis,Q3245265,AMAVI
1046,9,30,Ambrosia bidentata,Q15585254,AMBBI
1047,9,30,Ambrosia artemisiifolia,Q682164,AMBEL
1048,9,30,Ambrosia psilostachya,Q3613854,AMBPS
1049,9,30,Ambrosia sp.,,AMBSS
1050,9,30,Ambrosia trifida,Q3090517,AMBTR
1051,9,30,Ambrosia trifida var. texana,,AMBTT
1052,9,31,Ampelopsis arborea,Q4748115,AMCAR
1053,9,31,Ampelopsis brevipedunculata var. hancei,,AMCBH
1054,9,31,Ampelopsis brevipedunculata var. maximowiczii,,AMCBM
1055,9,31,Ampelopsis glandulosa var. brevipedunculata,Q1133062,AMCBR
1056,9,31,Ampelopsis cordata,Q15559755,AMCCO
1057,9,31,Ampelopsis japonica,Q4111838,AMCJA
1058,9,32,Amelanchier alnifolia,Q164158,AMEAL
1059,9,32,Amelanchier arborea,Q2842647,AMEAR
1060,9,32,Amelanchier canadensis,Q159030,AMECA
1061,9,32,Amelanchier x grandiflora,,AMECO
1062,9,32,Amelanchier laevis,Q163825,AMELA
1063,9,32,Amelanchier x lamarckii,,AMELM
1064,9,32,Amelanchier x spicata,,AMESP
1065,9,32,Amelanchier sp.,,AMESS
1066,9,33,Amorpha canescens,Q2074094,AMHCN
1067,9,33,Amorpha fruticosa,Q157983,AMHFR
1068,8,8968,Ammi majus,Q133477,AMIMA
1069,8,8969,Ammannia baccifera,Q11130487,AMMBA
1070,8,8969,Ammannia coccinea,Q4747170,AMMCO
1071,8,8971,Amorpha sp.,,AMORSP
1072,9,8972,Amomum compactum,Q14941762,AMQCO
1073,9,8972,Amomum subulatum,Q1369048,AMQSU
1074,9,8972,Amomum xanthioides,,AMQXA
1075,8,8973,Amsinckia menziesii var. intermedia,Q67194795,AMSIN
1076,9,8974,Amorphophallus paeoniifolius,Q151527,AMUCA
1077,9,8975,Amaryllis belladonna,Q159792,AMYBE
1078,9,8975,Amaryllis sp.,,AMYSS
1079,9,34,Anacardium humile,Q13853283,ANAHU
1080,9,34,Anacardium occidentale,,ANAOC
1081,9,34,Anacardium othonianum,Q4750638,ANAOT
1082,8,8976,Anchusa capensis,Q15574107,ANCCA
1083,8,8976,Anchusa azurea,Q2339051,ANCIT
1084,8,8976,Anchusa officinalis,Q157577,ANCOF
1085,8,8976,Anchusa undulata,Q8198678,ANCUN
1086,9,8977,Andira humilis,Q4754495,ANDHU
1087,9,8978,Murdannia keisak,Q4307937,ANEKE
1088,9,8979,Lysimachia loeflingii,Q124719047,ANGAL
1089,9,8979,Lysimachia arvensis,,ANGAR
1090,9,8979,Lysimachia foemina,Q50994431,ANGCO
