Category,Disease,Pathogen,Afflict,Full plant name
BACTERIAL DISEASES,Sheath rot,"Pseudomonas syringaevan Hall pv.syringaevan Hall
(syn.Pseudomonas oryzicolaKlement)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Seed box diseases,"Athelia rolfsii(Curzi) C. C. Tu &
Kimbr.
(syn.Sclerotium rolfsiiSacc.)
Bipolaris oryzae(Breda de Haan) Shoemaker
(syn.Cochliobolus miyabeanus(Ito &
Kurib.) Drechsler ex Dastur)
Boeremia exigua(Desm.) Aveskamp, Gruyter
& Verkley
(syn.Phoma exiguaDesm.)
FusariumfujikuroiNirenberg
(syn.Gibberella fujikuroi(Sawada) Ito)
Mucor fragilisBainier
Pyricularia oryzaeCavara
Rhizoctonia solaniJ. G. Kühn
Trichoderma viridePers.:Fr.
Fusariumspp.
Pythiumspp.
Rhizopusspp.",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Seedling blight (Damping-off),"Water-seeded rice:
Bipolaris oryzae(Breda de Haan) Shoemaker
(syn.Cochliobolus miyabeanus(Ito &
Kurib.) Drechsler ex Dastur)
Curvularia lunata(Wakker) Boedijn
Fusarium verticillioides(Sacc.) Nirenberg
Gerlachia oryzae(Hashioka & Yokogi) W.
Gams
Microdochium albescens(Thüm.) Hern.-Restr.
& Crous
(syn.Monographella albescens(Thüm.) V. O.
Parkinson, Sivan. & C. Booth)
Nakataea oryzae(Catt.) J. Luo & N.
Zhang
(syn.Magnaporthe salvinii(Catt.) R. A.
Krause & R. K. Webster)
Pyricularia oryzaeCavara
Sarocladium oryzae(Sawada) W. Gams & D.
Hawksw.
(syns.Acrocylindrium oryzaeSawada;Sarocladium
attenuatumW. Gams & D. Hawksw.)
Trichoconiella padwickii(Ganguly) B. L.
Jain
(syn.Alternaria padwickii(Ganguly) M. B.
Ellis)
Dry-seeded rice:
Athelia rolfsii(Curzi) C. C. Tu & Kimbr.
(syn. Sclerotium rolfsiiSacc.)
Globisporangium spinosum(Sawada) Uzuhashi,
Tojo & Kakish.
(syn.Pythium spinosumSawada)
Pythium dissotocumDrechsler
Rhizoctonia solaniJ. G. Kühn",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,"Water molds (Seed rot, seedling damping-off)","Achlya conspicuaCoker
Achlya klebsianaPieters
Globisporangium spinosum(Sawada) Uzuhashi,
Tojo & Kakish.
(syn.Pythium spinosumSawada)
Pythium dissotocumDrechsler
Fusariumsp.",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Blast,"Pyricularia oryzaeCavara
(syn.Magnaporthe oryzaeB. C. Couch)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Brown spot,"Bipolaris oryzae(Breda de Haan) Shoemaker
(syns.Cochliobolus miyabeanus(Ito &
Kurib.) Drechsler ex Dastur;Drechslera oryzae
(Breda de Haan) Subram.
& P. C. Jain;Helminthosporium oryzaeBreda de Haan)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Collar rot,"Ascochyta oryzaeCatt.
(syn.Phomopsis oryzae-sativaePunith.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Downy mildew,"Sclerophthora macrospora(Sacc.) Thirum., C.
G. Shaw & Naras.
(syn.Sclerospora macrosporaSacc.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Eyespot,Drechslera giganteaS. Ito,Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Leaf scald,"Microdochium albescens(Thüm.) Hern.-Restr.
& Crous
(syns.Gerlachia oryzae(Hashioka &
Yokogi) W. Gams;Griphosphaerella albescens
(Thüm.) Arx;Metasphaeria
albescensThüm.;Micronectriella pavgii
R. A. Singh;Monographella
albescens(Thüm.) V. O. Parkinson, Sivan. & C. Booth;
Rhynchosporium
oryzaeHashioka & Yokogi)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Leaf smut,"Eballistra oryzae(Syd. & P. Syd.) R.
Bauer, Begerow, A. Nagler & Oberw.
(syn.Entyloma oryzaeSyd. & P. Syd.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Narrow brown leaf spot,"Cercospora janseana(Racib.) Constant.
(syns.Cercospora oryzaeI. Miyake;Napicladium
janseanumRacib.;Passalora
janseana(Racib.) U. Braun;Sphaerulina
oryzinaHara)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Rusts,"Puccinia graminisf. sp.oryzaeGonz.
Frag.
UromycescoronatusMiyabe &
Nishida ex Dietel",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Stackburn,"Trichoconiellapadwickii(Ganguly) B.
L. Jain
(syns.Alternaria padwickii(Ganguly) M. B.
Ellis;Trichoconis padwickiiGanguly)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,White leaf streak,"Ramularia oryzaeDeighton & D. E. Shaw
(syn.Mycovellosiella oryzae(Deighton &
D. E. Shaw) Deighton)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Aggregate sheath spot (Brown sclerotial disease),"Ceratobasidium setariae(Sawada)Oniki,
Ogoshi & T. Araki
(syns.Ceratobasidium oryzae-sativaeP. S.
Gunnell & R. K. Webster;Rhizoctonia
oryzae-sativae(Sawada) Mordue)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Crown sheath rot (Black sheath rot),"Gaeumannomyces graminis(Sacc.) Arx & D.
L. Olivier",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Myrothecium blotch,"Myrothecium verrucaria(Alb. & Schwein.)
Ditmar:Fr.",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Sheath blight,"Rhizoctonia solaniJ. G. Kühn
(syn.Thanatephorus cucumeris(A. B. Frank)
Donk)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Sheath blotch,"Pyrenochaeta acicola(Moug. & Lév.)
Sacc.
(syn.Pyrenochaeta oryzaeShirai ex I.
Miyake)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Sheath net blotch,"Calonectria morganiiCrous, Alfenas & M.
J. Wingfield
(syn.Cylindrocladium scopariumMorg.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Sheath rot,"Sarocladium oryzae(Sawada) W. Gams & D.
Hawksw.
(syns.Acrocylindrium oryzaeSawada;Sarocladium
attenuatumW. Gams & D. Hawksw.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,"Sheath spot (Bordered sheath spot, red sclerotial
disease, Rhizoctonia sheath spot)","Waitea circinataWarcup & Talbot
(syn.Rhizoctonia oryzaeRyker & Gooch,
nom. inval.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Stem rot,"Nakataea oryzae(Catt.) J. Luo & N.
Zhang
(syns.Leptosphaeria salviniiCatt.;Magnaporthe
salvinii(Catt.) R. A. Krause &
R. K. Webster;Nakataea sigmoidea(Cavara)
Hara;Sclerotium oryzaeCatt.;
Vakrabeeja sigmoidea(Cavara)
Subram.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Bakanae,"Fusarium fujikuroiNirenberg
(syn.Gibberella fujikuroi(Sawada)
Wollenweb.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Root rots,"Globisporangium irregulare(Buisman)
Uzuhashi, Tojo & Kakish.
(syn.PythiumirregulareBuisman)
Globisporangium spinosum(Sawada) Uzuhashi,
Tojo & Kakish.
(syn.Pythium spinosumSawada)
Pythium arrhenomanesDrechsler
Pythium catenulatumV. D. Matthews
Pythium dissotocumDrechsler
Pythium graminicolaSubram.
Pythium myriotylumDrechsler",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Black kernel,"Curvularia affinisBoedijn
Curvularia clavataB. L. Jain
Curvularia eragrostidis(Henn.) J. A. Mey.
Curvularia fallaxBoedijn
Curvularia geniculata(Tracy & Earle)
Boedijn
Curvularia inaequalis(Shear) Boedijn
Curvularia intermediaBoedijn
Curvularia lunata(Wakker) Boedijn
Curvularia oryzaeBugnic.
Curvularia oryzae-sativaeSivan.
Curvularia pallescensBoedijn
Curvularia senegalensis(Speg.) Subram.
Curvularia tuberculataP. C. Jain
Curvularia uncinataBugnic.
Curvularia verruculosaTandon & Bilgrami
ex M. B. Ellis",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,"Ear blight (Ear blighting, ear discoloration, glume
discoloration, panicle blight, false blast)","Alternaria oryzaeHara
Bipolaris oryzae(Breda de Haan) Shoemaker
(syn.Cochliobolus miyabeanus(Ito &
Kurib.) Drechsler ex Dastur)
Cercospora janseana(Racib.) Constant.
(syns.Cercospora oryzaeI. Miyake;Sphaerulina
oryzinaHara)
Curvularia lunata(Wakker) Boedijn
Microdochium albescens(Thüm.) Hern.-Restr.
& Crous
(syns.Gerlachia oryzae(Hashioka &
Yokogi) W. Gams;Monographella albescens
(Thüm.) V. O. Parkinson, Sivan.
& C. Booth)
Microdochium nivale(Fr.:Fr.) Samuels &
I. C. Hallett
(syns.Fusarium nivale(Fr: Fr.) Sorauer;Monographella
nivalis(Schaffnit) E. Mull.)
Nakataea oryzae(Catt.) J. Luo & N.
Zhang
(syns.Leptosphaeria salviniiCatt.;Magnaporthe
salvinii(Catt.) R. A. Krause &
R. K. Webster;Nakataea sigmoidea(Cavara)
Hara;Sclerotium oryzaeCatt.;
Vakrabeeja sigmoidea(Cavara)
Subram.)
Cladosporiumspp.
Epicoccumspp.
Fusariumspp.
Nigrosporaspp.
Phomaspp.",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,"False smut (Green smut, orange smut)",Ustilaginoideavirens(Cooke) Takah.,Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Glume blight,"Epicoccum sorghinum(Sacc.) Aveskamp,
Gruyter & Verkley
(syns.Phoma glumicolaSpeg.;Phoma
insidiosaTassi;Phoma sorghina(Sacc.)
Boerema, Dorenb. &
Kesteren;Phyllosticta glumicola(Speg.)Hara;
Phyllosticta
oryzinaPadwick;Phyllosticta sorghinaSacc.)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,"Grain discoloration (Yellow rice, spotted rice, brown
spot, stackburn, red blotch, black kernel, pecky rice, dirty rice, bunt, scab,
and black rot)","Dark discoloration:
Bipolaris oryzae(Breda de Haan) Shoemaker
(syn.Cochliobolus miyabeanus(Ito &
Kurib.) Drechsler ex Dastur)
FusariumfujikuroiNirenberg
(syn.Gibberella fujikuroi(Sawada) Ito)
Fusarium graminearumSchwabe
(syn.Gibberella zeae(Schwein.:Fr.) Petch)
Microdochium albescens(Thüm.) Hern.-Restr.
& Crous
(syns.Gerlachia oryzae(Hashioka &
Kokogi) W. Gams;Monographella albescens
(Thüm.) V. O. Parkinson, Sivan.
& C. Booth)
Sarocladium oryzae(Sawada) W. Gams & D.
Hawksw.
(syns.Acrocylindrium oryzaeSawada;Sarocladium
attenuatumW. Gams & D. Hawksw.)
Tilletia horridaTakah.
(syn.Neovossia horrida(Takah.) Padwick
& A. Khan)
Trichoconiella padwickii(Ganguly) B. L.
Jain
(syn.Alternaria padwickii(Ganguly) M. B.
Ellis)
Dirty-yellow discoloration:
Epicoccum sorghinum(Sacc.) Aveskamp,
Gruyter & Verkley
(syns.Phoma glumicolaSpeg.;Phoma
insidiosaTassi;Phoma sorghina(Sacc.)
Boerema, Dorenb. &
Kesteren;Phyllosticta glumicola(Speg.)Hara;
Phyllosticta
oryzinaPadwick;Phyllosticta sorghinaSacc.)
Curvulariaspp.
Nigrosporaspp.
Other microorganisms that discolor grain:
Monascus purpureusWent
Wolkia decolorans(Wolk) Ramsb.
Phomaspp.
Phyllostictaspp.
Storage grain discoloration:
Absidiaspp.
Aspergillusspp.
Chaetomiumspp.
Dematiumspp.
Moniliaspp.
Mucorspp.
Penicilliumspp.
Rhizopusspp.
Streptomycesspp.
Syncephalastrumspp.
Verticilliumspp.",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Kernel smut,"Tilletia barclayana(Bref.) Sacc. & Syd.
(syns.Neovossia barclayanaBref.;NeovossiamacrosporaPetr.;Tilletiaajrekarii
Mundk.;TilletiapennisetinaSyd.)
Tilletia horridaTakah.
(syn.Neovossia horrida(Takah.) Padwick
& A. Khan)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Minute leaf and grain spot,"Nigrospora oryzae(Berk. & Broome) Petch
(syn.Khuskia oryzaeH. J. Huds.)
Nigrospora padwickiiPrasad, Agnihotri &
J. P. Agarwal
Nigrospora paniciZimm.
Nigrospora sphaerica(Sacc.) E. W. Mason",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Red blotch of grains,"Epicoccum neglectumDesm.
Epicoccum nigrumLink
(syn.Epicoccum purpurascensEhrenb.)
Epicoccum oryzaeS. Ito& Iwadare",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,Scab,"Fusarium graminearumSchwabe
(syn.Gibberella zeae(Schwein.:Fr.) Petch)",Rice,Rice ( Oryza and Zizania spp.)
FUNGAL AND OOMYCETE DISEASES,"Udbatta (Black choke, incense rod, false ergot)","Balansia oryzae(Syd.) Naras. & Thirum.
(syns.Balansia oryzae-sativaeHashioka;Ephelis
oryzaeSyd.;Ephelis pallidaPat.)",Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),Cyst nematodes,"Heterodera elachistaOhshima
Heterodera oryzaeLuc & Berdon
Heterodera oryzicolaRao & Jayaprakash
Heterodera sacchariLuc & Merny",Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),Lance nematode,Hoplolaimus indicusSher,Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),Lesion nematodes,"Pratylenchusspp.
Pratylenchus indicusDas
Pratylenchus zeaeGraham",Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),Rice-root nematodes,"Hirschmanniella caudacrenaSher
Hirschmanniella imamuriSher
Hirschmanniella mucronata(Das) Luc &
Goodey
Hirschmanniella oryzae(van Breda de Haan)
Luc & Goodey
Hirschmanniella spinicaudata(Schuurmans-Stekhoven) Luc & Goodey",Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),Ring nematodes,"Criconemellaspp.
Criconemella onoensis(Luc) Luc & Raski",Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),Root-knot nematodes,"Meloidogyne arenaria(Neal) Chitwood
Meloidogyne graminicolaGolden &
Birchfield
Meloidogyne incognita(Kofoid & White)
Chitwood
Meloidogyne javanica(Treub) Chitwood
Meloidogyne oryzaeMass, Sanders & Dede
Meloidogyne salasiLopez",Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),Stem nematode,"Ditylenchusangustus(Butler)
Filipjev",Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),Stunt nematodes,"Tylenchorhynchus brassicaeSiddiqi
Tylenchorhynchus gladiolatusFortuner &
Amougou
Tylenchorhynchus martiniFielding
Tylenchorhynchus mashhoodiSiddiqi &
Basir",Rice,Rice ( Oryza and Zizania spp.)
NEMATODES (PARASITIC),White-tip nematode,Aphelenchoides besseyiChristie,Rice,Rice ( Oryza and Zizania spp.)
PHYTOPLASMAL DISEASES,Orange leaf,‘CandidatusPhytoplasma’ species,Rice,Rice ( Oryza and Zizania spp.)
PHYTOPLASMAL DISEASES,Yellow dwarf,‘CandidatusPhytoplasma oryzae’,Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Black-streaked dwarf,Rice black-streaked dwarf virus(RBSDV)—genusFijivirus; familyReoviridae,Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Bunchy stunt,"Rice bunchy stunt virus (RBSV)—genus unassigned
(tentative member of the genusPhytoreovirus); family unassigned
(tentative member of the familyReoviridae)",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Dwarf,"Rice dwarf virus(RDV)—genusPhytoreovirus;
familyReoviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Gall dwarf,"Rice gall dwarf virus(RGDV)—genusPhytoreovirus;
familyReoviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Giallume,"Barley yellow dwarf virus(BYDV)—genusLuteovirus;
familyLuteoviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Grassy stunt,"Rice grassy stunt virus(RGSV)—genusTenuivirus;
familyPhenuiviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Hoja blanca,"Rice hoja blanca virus(RHBV)—genusTenuivirus;
familyPhenuiviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Minor virus diseases,"Echinochloa hoja blanca virus(EHBV)—genusTenuivirus;
familyPhenuiviridae
Echinochloa ragged stunt virus(ERSV)—genusOryzavirus;
familyReoviridae
Rice tarsonemid mite virus (RTMV)—genus unassigned;
family unassigned",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Necrosis mosaic,"Rice necrosis mosaic virus(RNMV)—genusBymovirus;
familyPotyviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Ragged stunt,"Rice ragged stunt virus(RRSV)—genusOryzavirus;
familyReoviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Southern black-streaked dwarf,Southern rice black-streaked dwarf virus(SRBSDV)—genusFijivirus; familyReoviridae,Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Stripe,"Rice stripe virus(RSV)—genusTenuivirus;
familyPhenuiviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Stripe necrosis,"Rice stripe necrosis virus(RSNV)—genusBenyvirus;
familyBenyviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Transitory yellowing,Rice transitory yellowing virus(RTYV)—genusNucleorhabdovirus; familyRhabdoviridae,Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Tungro (dual infection),"Rice tungro bacilliform virus(RTBV)—genusTungrovirus;
familyCaulimoviridae
Rice tungro spherical virus(RTSV)—genusWaikavirus;
familySecoviridae",Rice,Rice ( Oryza and Zizania spp.)
VIRAL DISEASES,Yellow mottle,"Rice yellow mottle virus(RYMV)—genusSobemovirus;
family unassigned",Rice,Rice ( Oryza and Zizania spp.)
VIRUSLIKE DISEASE,Chlorotic streak,Unknown viruslike agent,Rice,Rice ( Oryza and Zizania spp.)
VIRUSLIKE DISEASE,Chlorotic streak,Unknown viruslike agent,Rose,Rose ( Rosa spp.)
BACTERIAL DISEASES,Bacterial leaf spot or blast,Pseudomonas syringaepv.mors-prunorum(Wormald) Younget al.,Rose,Rose ( Rosa spp.)
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Townsend) Conn,Rose,Rose ( Rosa spp.)
BACTERIAL DISEASES,Hairy root,Agrobacterium rhizogenes(Rikeret al.) Conn,Rose,Rose ( Rosa spp.)
FUNGAL DISEASES,Alternaria leaf spot,"Alternaria alternata(Fr.:Fr.) Keissl.
A. brassicae(Berk.) Sacc.
A. brassicicola(Schwein.) Wiltshire",Rose,Rose ( Rosa spp.)
FUNGAL DISEASES,Black mold,"Chalara thielavioides(Peyronel) Nag Raj & Kendrick
=Chalaropsis thielavioidesPeyronel",Rose,Rose ( Rosa spp.)
FUNGAL DISEASES,Black spot,"Diplocarpon rosaeF.A. Wolf
(anamorph:Marssonina rosae(Lib.) Died.)",Rose,Rose ( Rosa spp.)
FUNGAL DISEASES,"Botrytis blight (bud, twig, and flower; also cane canker)","Botrytis cinereaPers.:Fr.
(teleomorph:Botryotinia fuckeliana(de Bary) Whetzel)",Rose,Rose ( Rosa spp.)
FUNGAL DISEASES,Brand canker,Coniothyrium wernsdorffiaeLaubert,Rose,Rose ( Rosa spp.)
FUNGAL DISEASES,Brown canker,"Cryptosporellaumbrina(Jenk.) Jenk. & Wehmeyer
=Diaporthe umbrinaJenk.",Rose,Rose ( Rosa spp.)
